title,body_part,difficulty,equipment,image1,image2,body_part__Abs,body_part__Arms,body_part__Back,body_part__Butt/Hips,body_part__Chest,body_part__Full Body/Integrated,body_part__Legs - Calves and Shins,body_part__Legs - Thighs,body_part__Neck,body_part__Shoulders,equipment__BOSU Trainer,equipment__Barbell,equipment__Bench,equipment__Cones,equipment__Dumbbells,equipment__Heavy Ropes,equipment__Hurdles,equipment__Kettlebells,equipment__Ladder,equipment__Medicine Ball,equipment__No Equipment,equipment__Pull up bar,equipment__Raised Platform/Box,equipment__Resistance Bands/Cables,equipment__Stability Ball,equipment__TRX,equipment__Weight Machines / Selectorized
Partner Standing Row with Resistance Tubing ,"['Arms', 'Back', 'Butt/Hips']",Intermediate,['Resistance Bands/Cables'],PartnerStandingRowwithResistanceTubing_242-1.jpg,PartnerStandingRowwithResistanceTubing_242-2.jpg,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Squat,['Butt/Hips'],Intermediate,['Medicine Ball'],Squat_242-1.jpg,Squat_242-2.jpg,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
High-low Partner See-saw,['Full Body/Integrated'],Intermediate,['Resistance Bands/Cables'],High-lowPartnerSee-saw_242-1.jpg,High-lowPartnerSee-saw_242-2.jpg,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Supine Shoulder Roll,"['Abs', 'Butt/Hips']",Intermediate,['Stability Ball'],SupineShoulderRoll_242-1.jpg,SupineShoulderRoll_242-2.jpg,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Side Plank,['Abs'],Intermediate,['BOSU Trainer'],SidePlank_242-1.jpg,SidePlank_242-2.jpg,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
V-twist,['Abs'],Intermediate,['BOSU Trainer'],V-twist_305-1.jpg,V-twist_305-2.jpg,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Toe Taps,['Full Body/Integrated'],Intermediate,['BOSU Trainer'],ToeTaps_305-1.jpg,ToeTaps_305-2.jpg,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Reverse Bicep Curl,['Arms'],Intermediate,['Barbell'],ReverseBicepCurl_305-1.jpg,ReverseBicepCurl_305-2.jpg,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Close-grip Bench Press,"['Arms', 'Chest']",Intermediate,['Barbell'],Close-gripBenchPress_305-1.jpg,Close-gripBenchPress_305-2.jpg,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Romanian Deadlift,"['Back', 'Butt/Hips', 'Legs - Thighs']",Intermediate,['Barbell'],RomanianDeadlift_305-1.jpg,RomanianDeadlift_305-2.jpg,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Hip Bridge,['Butt/Hips'],Intermediate,['Barbell'],HipBridge_305-1.jpg,HipBridge_305-2.jpg,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Reverse Lunge,"['Butt/Hips', 'Legs - Thighs']",Intermediate,['Barbell'],ReverseLunge_305-1.jpg,ReverseLunge_305-2.jpg,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Plank-ups,"['Abs', 'Arms', 'Chest']",Intermediate,['No Equipment'],Plank-ups_305-1.jpg,Plank-ups_305-2.jpg,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Single Arm Plank,['Abs'],Intermediate,['No Equipment'],SingleArmPlank_305-1.jpg,SingleArmPlank_305-2.jpg,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Lateral Crawls,['Full Body/Integrated'],Intermediate,['No Equipment'],LateralCrawls_305-1.jpg,LateralCrawls_305-2.jpg,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Standing Anti-rotation Press,"['Abs', 'Arms', 'Chest']",Intermediate,['Resistance Bands/Cables'],StandingAnti-rotationPress_305-1.jpg,StandingAnti-rotationPress_305-2.jpg,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Straight Arm Pressdown,['Back'],Intermediate,['Resistance Bands/Cables'],StraightArmPressdown_305-1.jpg,StraightArmPressdown_305-2.jpg,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Standing Row,['Back'],Intermediate,['Resistance Bands/Cables'],StandingRow_335-1.jpg,StandingRow_335-2.jpg,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
High Row,['Back'],Intermediate,['Resistance Bands/Cables'],HighRow_335-1.jpg,HighRow_335-2.jpg,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Single Arm Row,['Back'],Intermediate,['Resistance Bands/Cables'],SingleArmRow_335-1.jpg,SingleArmRow_335-2.jpg,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Single-arm Chest Press,['Chest'],Intermediate,['Resistance Bands/Cables'],Single-armChestPress_335-1.jpg,Single-armChestPress_335-2.jpg,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Kneeling Hay Baler,['Full Body/Integrated'],Intermediate,['Resistance Bands/Cables'],KneelingHayBaler_335-1.jpg,KneelingHayBaler_335-2.jpg,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Squat to Row,['Full Body/Integrated'],Intermediate,['Resistance Bands/Cables'],SquattoRow_335-1.jpg,SquattoRow_335-2.jpg,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Reverse Fly,"['Back', 'Shoulders']",Intermediate,['Resistance Bands/Cables'],ReverseFly_335-1.jpg,ReverseFly_335-2.jpg,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Suitcase Carry,['Full Body/Integrated'],Intermediate,['Dumbbells'],SuitcaseCarry_335-1.jpg,SuitcaseCarry_335-2.jpg,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Farmer's Carry,['Full Body/Integrated'],Intermediate,['Dumbbells'],Farmer_sCarry_335-1.jpg,Farmer_sCarry_335-2.jpg,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Squat to Overhead Raise,"['Abs', 'Full Body/Integrated', 'Legs - Thighs', 'Shoulders']",Intermediate,['Dumbbells'],SquattoOverheadRaise_335-1.jpg,SquattoOverheadRaise_335-2.jpg,True,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Goblet Squat,"['Butt/Hips', 'Legs - Thighs']",Intermediate,['Dumbbells'],GobletSquat_335-1.jpg,GobletSquat_335-2.jpg,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Lunge,"['Butt/Hips', 'Legs - Thighs']",Intermediate,['Dumbbells'],Lunge_335-1.jpg,Lunge_335-2.jpg,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Lateral Lunge,"['Butt/Hips', 'Legs - Thighs']",Intermediate,['Dumbbells'],LateralLunge_364-1.jpg,LateralLunge_364-2.jpg,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Elevated Glute Bridge,['Butt/Hips'],Intermediate,"['Bench', 'Dumbbells']",ElevatedGluteBridge_364-1.jpg,ElevatedGluteBridge_364-2.jpg,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Rotational Uppercut,"['Arms', 'Full Body/Integrated', 'Shoulders']",Intermediate,['Dumbbells'],RotationalUppercut_364-1.jpg,RotationalUppercut_364-2.jpg,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Diagonal Raise,['Shoulders'],Intermediate,['Dumbbells'],DiagonalRaise_364-1.jpg,DiagonalRaise_364-2.jpg,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Pull-over Crunch,['Abs'],Intermediate,['Kettlebells'],Pull-overCrunch_364-1.jpg,Pull-overCrunch_364-2.jpg,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Half Turkish Get-up,['Full Body/Integrated'],Intermediate,['Kettlebells'],HalfTurkishGet-up_364-1.jpg,HalfTurkishGet-up_364-2.jpg,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Figure Eight,['Full Body/Integrated'],Intermediate,['Kettlebells'],FigureEight_364-1.jpg,FigureEight_364-2.jpg,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Suitcase Carry,['Full Body/Integrated'],Intermediate,['Kettlebells'],SuitcaseCarry_364-1.jpg,SuitcaseCarry_364-2.jpg,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Swing,['Full Body/Integrated'],Intermediate,['Kettlebells'],Swing_364-1.jpg,Swing_364-2.jpg,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Single Arm Overhead Press,"['Full Body/Integrated', 'Shoulders']",Intermediate,['Kettlebells'],SingleArmOverheadPress_364-1.jpg,SingleArmOverheadPress_364-2.jpg,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Deadlift,['Full Body/Integrated'],Advanced,['Barbell'],Deadlift_6-1.jpg,Deadlift_6-2.jpg,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Back Squat,"['Butt/Hips', 'Legs - Thighs']",Advanced,['Barbell'],BackSquat_6-1.jpg,BackSquat_6-2.jpg,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Bent-over Row,"['Arms', 'Back', 'Shoulders']",Advanced,['Barbell'],Bent-overRow_6-1.jpg,Bent-overRow_6-2.jpg,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Push Press,['Full Body/Integrated'],Advanced,['Barbell'],PushPress_6-1.jpg,PushPress_6-2.jpg,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Medicine Ball Push-ups,"['Abs', 'Chest', 'Shoulders']",Advanced,['Medicine Ball'],MedicineBallPush-ups_6-1.jpg,MedicineBallPush-ups_6-2.jpg,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Push-up with Single-leg Raise,"['Arms', 'Butt/Hips', 'Chest', 'Full Body/Integrated', 'Shoulders']",Advanced,['No Equipment'],Push-upwithSingle-legRaise_6-1.jpg,Push-upwithSingle-legRaise_6-2.jpg,False,True,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Stability Ball Knee Tucks,"['Abs', 'Legs - Calves and Shins']",Advanced,['Stability Ball'],StabilityBallKneeTucks_6-1.jpg,StabilityBallKneeTucks_6-2.jpg,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Stability Ball Pikes,"['Abs', 'Shoulders']",Advanced,['Stability Ball'],StabilityBallPikes_6-1.jpg,StabilityBallPikes_6-2.jpg,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Stability Ball Reverse Extensions,"['Back', 'Butt/Hips']",Advanced,['Stability Ball'],StabilityBallReverseExtensions_6-1.jpg,StabilityBallReverseExtensions_6-2.jpg,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Russian Twist,"['Abs', 'Butt/Hips', 'Legs - Thighs']",Advanced,['Stability Ball'],RussianTwist_6-1.jpg,RussianTwist_6-2.jpg,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Standing Shoulder Press,"['Arms', 'Shoulders']",Advanced,['Barbell'],StandingShoulderPress_6-1.jpg,StandingShoulderPress_6-2.jpg,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TRX ® Atomic Push-up,"['Abs', 'Arms', 'Chest', 'Shoulders']",Advanced,['TRX'],TRX®AtomicPush-up_6-1.jpg,TRX®AtomicPush-up_6-2.jpg,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
TRX ® Biceps Curl,"['Abs', 'Arms']",Advanced,['TRX'],TRX®BicepsCurl_78-1.jpg,TRX®BicepsCurl_78-2.jpg,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
TRX ® Front Rollout,['Abs'],Advanced,['TRX'],TRX®FrontRollout_78-1.jpg,TRX®FrontRollout_78-2.jpg,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
TRX ® Overhead Triceps Extension,['Arms'],Advanced,['TRX'],TRX®OverheadTricepsExtension_78-1.jpg,TRX®OverheadTricepsExtension_78-2.jpg,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
TRX ® Side-straddle Golf Swings ,"['Back', 'Chest', 'Shoulders']",Advanced,['TRX'],TRX®Side-straddleGolfSwings_78-1.jpg,TRX®Side-straddleGolfSwings_78-2.jpg,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
TRX ® Back Row,"['Abs', 'Arms', 'Back']",Advanced,['TRX'],TRX®BackRow_78-1.jpg,TRX®BackRow_78-2.jpg,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
TRX ® Chest Press,"['Abs', 'Arms', 'Chest']",Advanced,['TRX'],TRX®ChestPress_78-1.jpg,TRX®ChestPress_78-2.jpg,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
TRX ® Hamstrings Curl ,"['Butt/Hips', 'Legs - Thighs']",Advanced,['TRX'],TRX®HamstringsCurl_78-1.jpg,TRX®HamstringsCurl_78-2.jpg,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
TRX ® Suspended Knee Tucks,"['Abs', 'Chest']",Advanced,['TRX'],TRX®SuspendedKneeTucks_78-1.jpg,TRX®SuspendedKneeTucks_78-2.jpg,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
TRX ® Suspended Pike,"['Abs', 'Shoulders']",Advanced,['TRX'],TRX®SuspendedPike_78-1.jpg,TRX®SuspendedPike_78-2.jpg,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
TRX ® Suspended Push-up,"['Arms', 'Chest', 'Shoulders']",Advanced,['TRX'],TRX®SuspendedPush-up_78-1.jpg,TRX®SuspendedPush-up_78-2.jpg,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
TRX ® Hip Press,"['Back', 'Butt/Hips', 'Legs - Thighs']",Advanced,['TRX'],TRX®HipPress_78-1.jpg,TRX®HipPress_78-2.jpg,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
TRX ® Single-arm Chest Press,"['Abs', 'Arms', 'Chest']",Advanced,['TRX'],TRX®Single-armChestPress_78-1.jpg,TRX®Single-armChestPress_78-2.jpg,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
TRX ® Single-arm Row,"['Abs', 'Arms', 'Back']",Advanced,['TRX'],TRX®Single-armRow_92-1.jpg,TRX®Single-armRow_92-2.jpg,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
TRX ® Suspended Lunge,"['Abs', 'Butt/Hips', 'Legs - Thighs']",Advanced,['TRX'],TRX®SuspendedLunge_92-1.jpg,TRX®SuspendedLunge_92-2.jpg,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Forward Lunge with Arm Drivers,"['Abs', 'Butt/Hips', 'Legs - Thighs']",Advanced,['No Equipment'],ForwardLungewithArmDrivers_92-1.jpg,ForwardLungewithArmDrivers_92-2.jpg,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Glute Activation Lunges,"['Abs', 'Butt/Hips', 'Legs - Thighs']",Advanced,['No Equipment'],GluteActivationLunges_92-1.jpg,GluteActivationLunges_92-2.jpg,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Side Plank (Modified),"['Abs', 'Butt/Hips']",Advanced,['No Equipment'],SidePlank(Modified)_92-1.jpg,SidePlank(Modified)_92-2.jpg,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Standing Hay Baler,['Abs'],Advanced,['Medicine Ball'],StandingHayBaler_92-1.jpg,StandingHayBaler_92-2.jpg,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Standing Single-leg Cable Rotation,['Abs'],Advanced,['Resistance Bands/Cables'],StandingSingle-legCableRotation_92-1.jpg,StandingSingle-legCableRotation_92-2.jpg,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Standing Wood Chop,['Abs'],Advanced,['Medicine Ball'],StandingWoodChop_92-1.jpg,StandingWoodChop_92-2.jpg,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Single-leg Stand with Reaches,['Abs'],Advanced,['Medicine Ball'],Single-legStandwithReaches_92-1.jpg,Single-legStandwithReaches_92-2.jpg,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
BOSU® Lateral Jumps,"['Abs', 'Butt/Hips', 'Legs - Thighs']",Advanced,['BOSU Trainer'],BOSU®LateralJumps_92-1.jpg,BOSU®LateralJumps_92-2.jpg,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Power Clean,['Full Body/Integrated'],Advanced,['Barbell'],PowerClean_92-1.jpg,PowerClean_92-2.jpg,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Single-arm, Single-leg Romanian Dead Lift ","['Back', 'Butt/Hips']",Advanced,['Dumbbells'],Single-arm_Single-legRomanianDeadLift_92-1.jpg,Single-arm_Single-legRomanianDeadLift_92-2.jpg,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Single-arm Medicine Ball Push-up,"['Abs', 'Arms', 'Chest', 'Shoulders']",Advanced,['Medicine Ball'],Single-armMedicineBallPush-up_134-1.jpg,Single-armMedicineBallPush-up_134-2.jpg,True,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Lunge with Overhead Press,"['Abs', 'Butt/Hips', 'Full Body/Integrated', 'Legs - Thighs', 'Shoulders']",Advanced,['Medicine Ball'],LungewithOverheadPress_134-1.jpg,LungewithOverheadPress_134-2.jpg,True,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Inverted Flyers,"['Abs', 'Butt/Hips', 'Full Body/Integrated', 'Legs - Thighs']",Advanced,['No Equipment'],InvertedFlyers_134-1.jpg,InvertedFlyers_134-2.jpg,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Agility Ladder: Lateral Shuffle,"['Butt/Hips', 'Full Body/Integrated', 'Legs - Calves and Shins', 'Legs - Thighs']",Advanced,['Ladder'],AgilityLadder:LateralShuffle_134-1.jpg,AgilityLadder:LateralShuffle_134-2.jpg,False,False,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
T Drill ,['Full Body/Integrated'],Advanced,['Cones'],TDrill_134-1.jpg,TDrill_134-2.jpg,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Multidirectional Ladder Drill,['Full Body/Integrated'],Advanced,['Ladder'],MultidirectionalLadderDrill_134-1.jpg,MultidirectionalLadderDrill_134-2.jpg,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Hexagon Drill,"['Abs', 'Butt/Hips', 'Full Body/Integrated', 'Legs - Thighs']",Advanced,['Cones'],HexagonDrill_134-1.jpg,HexagonDrill_134-2.jpg,True,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Spinal Twist with a Push-Pull Movement,"['Back', 'Chest', 'Shoulders']",Advanced,['No Equipment'],SpinalTwistwithaPush-PullMovement_134-1.jpg,SpinalTwistwithaPush-PullMovement_134-2.jpg,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Side-lying Arm Rolls,"['Abs', 'Shoulders']",Advanced,"['Dumbbells', 'No Equipment']",Side-lyingArmRolls_134-1.jpg,Side-lyingArmRolls_134-2.jpg,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
Barbell Jammers,"['Abs', 'Butt/Hips', 'Full Body/Integrated', 'Legs - Calves and Shins', 'Legs - Thighs', 'Shoulders']",Advanced,['Barbell'],BarbellJammers_134-1.jpg,BarbellJammers_134-2.jpg,True,False,False,True,False,True,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Alternate Leg Push-off ,"['Butt/Hips', 'Legs - Calves and Shins', 'Legs - Thighs']",Advanced,['Raised Platform/Box'],AlternateLegPush-off_134-1.jpg,AlternateLegPush-off_134-2.jpg,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Inchworms,"['Abs', 'Arms', 'Back', 'Chest', 'Full Body/Integrated', 'Shoulders']",Advanced,['No Equipment'],Inchworms_134-1.jpg,Inchworms_134-2.jpg,True,True,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Mountain Climbers,"['Butt/Hips', 'Full Body/Integrated', 'Legs - Thighs']",Advanced,['No Equipment'],MountainClimbers_258-1.jpg,MountainClimbers_258-2.jpg,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Medicine Ball Lunge to Chest Pass,"['Abs', 'Back', 'Butt/Hips', 'Chest', 'Full Body/Integrated', 'Shoulders']",Advanced,['Medicine Ball'],MedicineBallLungetoChestPass_258-1.jpg,MedicineBallLungetoChestPass_258-2.jpg,True,False,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Lateral Zig Zags,"['Legs - Calves and Shins', 'Legs - Thighs']",Advanced,['Cones'],LateralZigZags_258-1.jpg,LateralZigZags_258-2.jpg,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Power Push Down,"['Arms', 'Chest']",Advanced,['Medicine Ball'],PowerPushDown_258-1.jpg,PowerPushDown_258-2.jpg,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Rotational Slam,['Full Body/Integrated'],Advanced,['Medicine Ball'],RotationalSlam_258-1.jpg,RotationalSlam_258-2.jpg,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Supine Suitcase Pass,['Abs'],Advanced,['Stability Ball'],SupineSuitcasePass_258-1.jpg,SupineSuitcasePass_258-2.jpg,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Prone Runner,['Full Body/Integrated'],Advanced,['Stability Ball'],ProneRunner_258-1.jpg,ProneRunner_258-2.jpg,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Prone ABC's,['Abs'],Advanced,['Stability Ball'],ProneABC_s_258-1.jpg,ProneABC_s_258-2.jpg,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Single Leg Hamstring Curl,"['Butt/Hips', 'Legs - Thighs']",Advanced,['Stability Ball'],SingleLegHamstringCurl_258-1.jpg,SingleLegHamstringCurl_258-2.jpg,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Burpee,['Full Body/Integrated'],Advanced,['BOSU Trainer'],Burpee_258-1.jpg,Burpee_258-2.jpg,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Pistol Squat Workout,['Butt/Hips'],Advanced,['BOSU Trainer'],PistolSquatWorkout_258-1.jpg,PistolSquatWorkout_258-2.jpg,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Roll Out,['Abs'],Advanced,['Barbell'],RollOut_258-1.jpg,RollOut_258-2.jpg,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Hang Clean,['Full Body/Integrated'],Advanced,['Barbell'],HangClean_312-1.jpg,HangClean_312-2.jpg,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Push Jerk,['Full Body/Integrated'],Advanced,['Barbell'],PushJerk_312-1.jpg,PushJerk_312-2.jpg,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Snatch,['Full Body/Integrated'],Advanced,['Barbell'],Snatch_312-1.jpg,Snatch_312-2.jpg,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
